ERS018198 mrf0181
ERS018199 mrf0199
ERS018200 mrf0121
ERS018201 mrf0135
ERS018202 mrf0151
ERS018203 mrf0165
ERS018204 mrf0182
ERS018205 mrf0219
ERS018206 mrf0122
ERS018207 mrf0136
ERS018208 mrf0152
ERS018209 mrf0166
ERS018210 mrf0183
ERS018211 mrf0203
ERS023486 mrf0202
ERS023487 mrf0220
ERS026224 WIK_ZIRC_2
ERS026314 mrf0331
ERS026345 mrf0172
ERS026346 mrf0249
ERS026347 mrf0270
ERS026348 mrf0285
ERS026349 mrf0306
ERS026350 mrf0323
ERS026351 al_sib
ERS026352 smurf_sib
ERS026353 mrf0192
ERS026354 mrf0250
ERS026355 mrf0271
ERS026356 mrf0288
ERS026357 mrf0307
ERS026358 mrf0325
ERS026359 nn003_mut
ERS026360 doc_mut
ERS026361 mrf0193
ERS026362 mrf0251
ERS026363 mrf0272
ERS026364 mrf0289
ERS026365 mrf0308
ERS026366 mrf0326
ERS026367 nn003_sib
ERS026368 doc_sib
ERS026369 mrf0211
ERS026370 mrf0253
ERS026371 mrf0273
ERS026372 mrf0294
ERS026373 mrf0309
ERS026374 mrf0327
ERS026375 fet_mut
ERS026376 mrf0238
ERS026377 mrf0255
ERS026378 mrf0274
ERS026379 mrf0295
ERS026380 mrf0312
ERS026381 mrf0328
ERS026382 fet_sib
ERS026383 mrf0239
ERS026384 mrf0256_0257
ERS026385 mrf0275
ERS026386 mrf0296
ERS026387 mrf0314
ERS026389 mrf0258
ERS026390 mrf0276
ERS026391 mrf0297
ERS026392 mrf0315
ERS026393 mrf0332
ERS026395 mrf0241
ERS026396 mrf0259
ERS026397 mrf0277
ERS026398 mrf0298
ERS026399 mrf0300
ERS026400 mrf0337
ERS026402 mrf0242_0243
ERS026403 mrf0260
ERS026404 mrf0278
ERS026405 mrf0301
ERS026406 mrf0316
ERS026407 mrf0338_0340
ERS026409 mrf0244
ERS026411 brass_mut
ERS026414 al_mut
ERS026415 smurf_mut
ERS026506 H_LF_sa_1
ERS026507 H_LF_sa_2
ERS026508 H_LF_sa_3
ERS026509 H_LF_sa_4
ERS026510 WIK_sa_1
ERS026511 WIK_sa_2
ERS026512 WIK_sa_3
ERS026513 WIK_sa_4
ERS026514 Lon_sa_1
ERS026515 Lon_sa_2
ERS026516 Lon_sa_3
ERS026517 Lon_sa_4
ERS026518 AB_sa_1
ERS026519 AB_sa_2
ERS026520 AB_sa_3
ERS026521 AB_sa_4
ERS026522 T_LF_sa_1
ERS026523 T_LF_sa_2
ERS026524 T_LF_sa_3
ERS026525 T_LF_sa_4
ERS026526 Tu_sa_1
ERS026527 Tu_sa_2
ERS026528 Tu_sa_3
ERS026529 Tu_sa_4
ERS026530 T_LF_ZIRC_1
ERS026531 T_LF_ZIRC_2
ERS026532 T_LF_ZIRC_3
ERS026533 T_LF_ZIRC_4
ERS026534 WIK_ZIRC_1
ERS026535 WIK_ZIRC_3
ERS026536 WIK_ZIRC_4
ERS026537 AB_ZIRC_1
ERS026538 AB_ZIRC_2
ERS026539 AB_ZIRC_3
ERS026540 AB_ZIRC_4
ERS026541 Tu_ZIRC_1
ERS026542 Tu_ZIRC_2
ERS026543 Tu_ZIRC_3
ERS027104 Tu_ZIRC_4
ERS028446 SL3_01_C1
ERS028447 SL3_01_D1
ERS028448 SL3_01_E1
ERS028449 SL3_01_F1
ERS028450 SL3_01_G1
ERS028451 SL3_01_H1
ERS028453 SL3_01_B2
ERS028454 SL3_01_C2
ERS028455 SL3_01_D2
ERS028456 SL3_01_E2
ERS028457 SL3_01_F2
ERS028458 SL3_01_G2
ERS028459 SL3_01_H2
ERS028462 SL3_01_C3
ERS028463 SL3_01_D3
ERS028464 SL3_01_E3
ERS028465 SL3_01_F3
ERS028466 SL3_01_G3
ERS028467 SL3_01_H3
ERS028470 SL3_01_C4
ERS028471 SL3_01_D4
ERS028472 SL3_01_E4
ERS028473 SL3_01_F4
ERS028474 SL3_01_G4
ERS028475 SL3_01_H4
ERS028477 SL3_01_B5
ERS028478 SL3_01_C5
ERS028479 SL3_01_D5
ERS028480 SL3_01_E5
ERS028481 SL3_01_F5
ERS028482 SL3_01_G5
ERS028483 SL3_01_H5
ERS028485 SL3_01_B6
ERS028486 SL3_01_C6
ERS028487 SL3_01_D6
ERS028488 SL3_01_E6
ERS028489 SL3_01_F6
ERS028490 SL3_01_G6
ERS028491 SL3_01_H6
ERS028493 SL3_01_B7
ERS028494 SL3_01_C7
ERS028495 SL3_01_D7
ERS028496 SL3_01_E7
ERS028497 SL3_01_F7
ERS028498 SL3_01_G7
ERS028499 SL3_01_H7
ERS028501 SL3_01_B8
ERS028502 SL3_01_C8
ERS028503 SL3_01_D8
ERS028504 SL3_01_E8
ERS028505 SL3_01_F8
ERS028506 SL3_01_G8
ERS028507 SL3_01_H8
ERS028509 SL3_01_B9
ERS028510 SL3_01_C9
ERS028511 SL3_01_D9
ERS028512 SL3_01_E9
ERS028513 SL3_01_F9
ERS028514 SL3_01_G9
ERS028515 SL3_01_H9
ERS028517 SL3_01_B10
ERS028518 SL3_01_C10
ERS028519 SL3_01_D10
ERS028520 SL3_01_E10
ERS028521 SL3_01_F10
ERS028522 SL3_01_G10
ERS028523 SL3_01_H10
ERS028525 SL3_01_B11
ERS028526 SL3_01_C11
ERS028527 SL3_01_D11
ERS028528 SL3_01_E11
ERS028529 SL3_01_F11
ERS028530 SL3_01_G11
ERS028531 SL3_01_H11
ERS028533 SL3_01_B12
ERS028534 SL3_01_C12
ERS028535 SL3_01_D12
ERS028536 SL3_01_E12
ERS028537 SL3_01_F12
ERS028538 SL3_01_G12
ERS028539 SL3_01_H12
ERS028540 SL3_02_A1
ERS028543 SL3_02_D1
ERS028544 SL3_02_E1
ERS028547 SL3_02_H1
ERS028548 SL3_02_A2
ERS028549 SL3_02_B2
ERS028550 SL3_02_C2
ERS028551 SL3_02_D2
ERS028556 SL3_02_A3
ERS028558 SL3_02_C3
ERS028559 SL3_02_D3
ERS028560 SL3_02_E3
ERS028561 SL3_02_F3
ERS028562 SL3_02_G3
ERS028563 SL3_02_H3
ERS028564 SL3_02_A4
ERS028566 SL3_02_C4
ERS028567 SL3_02_D4
ERS028568 SL3_02_E4
ERS028569 SL3_02_F4
ERS028571 SL3_02_H4
ERS028573 SL3_02_B5
ERS028574 SL3_02_C5
ERS028575 SL3_02_D5
ERS028576 SL3_02_E5
ERS028577 SL3_02_F5
ERS028578 SL3_02_G5
ERS028579 SL3_02_H5
ERS028580 SL3_02_A6
ERS028581 SL3_02_B6
ERS028582 SL3_02_C6
ERS028583 SL3_02_D6
ERS028584 SL3_02_E6
ERS028585 SL3_02_F6
ERS028587 SL3_02_H6
ERS028588 SL3_02_A7
ERS028589 SL3_02_B7
ERS028592 SL3_02_E7
ERS028593 SL3_02_F7
ERS028594 SL3_02_G7
ERS028595 SL3_02_H7
ERS028596 SL3_02_A8
ERS028597 SL3_02_B8
ERS028598 SL3_02_C8
ERS028599 SL3_02_D8
ERS028601 SL3_02_F8
ERS028602 SL3_02_G8
ERS028603 SL3_02_H8
ERS028604 SL3_02_A9
ERS028605 SL3_02_B9
ERS028606 SL3_02_C9
ERS028607 SL3_02_D9
ERS028608 SL3_02_E9
ERS028609 SL3_02_F9
ERS028611 SL3_02_H9
ERS028612 SL3_02_A10
ERS028613 SL3_02_B10
ERS028614 SL3_02_C10
ERS028615 SL3_02_D10
ERS028616 SL3_02_E10
ERS028619 SL3_02_H10
ERS028620 SL3_02_A11
ERS028621 SL3_02_B11
ERS028622 SL3_02_C11
ERS028623 SL3_02_D11
ERS028624 SL3_02_E11
ERS028625 SL3_02_F11
ERS028626 SL3_02_G11
ERS028628 SL3_02_A12
ERS028629 SL3_02_B12
ERS028630 SL3_02_C12
ERS028631 SL3_02_D12
ERS028633 SL3_02_F12
ERS028634 SL3_02_G12
ERS028635 SL3_02_H12
ERS030557 mrf0264
ERS030558 mrf0279
ERS030559 mrf0302
ERS030560 mrf0318_0320
ERS030562 mrf0247
ERS030563 mrf0265
ERS030564 mrf0280
ERS030565 mrf0304
ERS030566 mrf0319
ERS030568 mrf0248
ERS030569 mrf0267
ERS030570 mrf0281
ERS030571 mrf0305
ERS030572 mrf0322
ERS032891 SL3_01_A1
ERS032892 SL3_01_B1
ERS032893 SL3_01_A2
ERS032894 SL3_01_A3
ERS032895 SL3_01_B3
ERS032896 SL3_01_A4
ERS032897 SL3_01_B4
ERS032898 SL3_01_A5
ERS032899 SL3_01_A6
ERS032900 SL3_01_A7
ERS032901 SL3_01_A8
ERS032902 SL3_01_A9
ERS032903 SL3_01_A10
ERS032904 SL3_01_A11
ERS032905 SL3_01_A12
ERS032906 SL3_02_B1
ERS032907 SL3_02_C1
ERS032908 SL3_02_F1
ERS032909 SL3_02_G1
ERS032910 SL3_02_E2
ERS032911 SL3_02_F2
ERS032912 SL3_02_G2
ERS032913 SL3_02_H2
ERS032914 SL3_02_B3
ERS032915 SL3_02_B4
ERS032916 SL3_02_A5
ERS032917 SL3_02_G6
ERS032918 SL3_02_C7
ERS032919 SL3_02_D7
ERS032920 SL3_02_E8
ERS032921 SL3_02_G9
ERS032922 SL3_02_F10
ERS032923 SL3_02_G10
ERS032924 SL3_02_H11
ERS032925 SL3_02_E12
ERS036076 SL3_03_A1
ERS036077 SL3_03_B1
ERS036078 SL3_03_C1
ERS036079 SL3_03_D1
ERS036080 SL3_03_E1
ERS036081 SL3_03_F1
ERS036082 SL3_03_G1
ERS036083 SL3_03_H1
ERS036084 SL3_03_A2
ERS036086 SL3_03_C2
ERS036087 SL3_03_D2
ERS036088 SL3_03_E2
ERS036089 SL3_03_F2
ERS036090 SL3_03_G2
ERS036091 SL3_03_H2
ERS036092 SL3_03_A3
ERS036093 SL3_03_B3
ERS036094 SL3_03_C3
ERS036095 SL3_03_D3
ERS036096 SL3_03_E3
ERS036097 SL3_03_F3
ERS036098 SL3_03_G3
ERS036099 SL3_03_H3
ERS036100 SL3_03_A4
ERS036101 SL3_03_B4
ERS036102 SL3_03_C4
ERS036103 SL3_03_D4
ERS036104 SL3_03_E4
ERS036105 SL3_03_F4
ERS036106 SL3_03_G4
ERS036107 SL3_03_H4
ERS036108 SL3_03_A5
ERS036109 SL3_03_B5
ERS036110 SL3_03_C5
ERS036111 SL3_03_D5
ERS036112 SL3_03_E5
ERS036113 SL3_03_F5
ERS036114 SL3_03_G5
ERS036115 SL3_03_H5
ERS036116 SL3_03_A6
ERS036117 SL3_03_B6
ERS036118 SL3_03_C6
ERS036119 SL3_03_D6
ERS036120 SL3_03_E6
ERS036121 SL3_03_F6
ERS036122 SL3_03_G6
ERS036123 SL3_03_H6
ERS036124 SL3_03_A7
ERS036125 SL3_03_B7
ERS036126 SL3_03_C7
ERS036127 SL3_03_D7
ERS036128 SL3_03_E7
ERS036129 SL3_03_F7
ERS036130 SL3_03_G7
ERS036131 SL3_03_H7
ERS036132 SL3_03_A8
ERS036133 SL3_03_B8
ERS036134 SL3_03_C8
ERS036135 SL3_03_D8
ERS036136 SL3_03_E8
ERS036137 SL3_03_F8
ERS036138 SL3_03_G8
ERS036139 SL3_03_H8
ERS036140 SL3_03_A9
ERS036141 SL3_03_B9
ERS036142 SL3_03_C9
ERS036143 SL3_03_D9
ERS036144 SL3_03_E9
ERS036145 SL3_03_F9
ERS036146 SL3_03_G9
ERS036147 SL3_03_H9
ERS036148 SL3_03_A10
ERS036149 SL3_03_B10
ERS036150 SL3_03_C10
ERS036151 SL3_03_D10
ERS036152 SL3_03_E10
ERS036153 SL3_03_F10
ERS036154 SL3_03_G10
ERS036155 SL3_03_H10
ERS036156 SL3_03_A11
ERS036157 SL3_03_B11
ERS036158 SL3_03_C11
ERS036159 SL3_03_D11
ERS036160 SL3_03_E11
ERS036161 SL3_03_F11
ERS036162 SL3_03_G11
ERS036163 SL3_03_H11
ERS036165 SL3_03_B12
ERS036166 SL3_03_C12
ERS036167 SL3_03_D12
ERS036168 SL3_03_E12
ERS036169 SL3_03_F12
ERS036170 SL3_03_G12
ERS036171 SL3_03_H12
ERS036172 SL3_04_A1
ERS036173 SL3_04_B1
ERS036174 SL3_04_C1
ERS036175 SL3_04_D1
ERS036176 SL3_04_E1
ERS036178 SL3_04_G1
ERS036179 SL3_04_H1
ERS036181 SL3_04_B2
ERS036182 SL3_04_C2
ERS036183 SL3_04_D2
ERS036184 SL3_04_E2
ERS036185 SL3_04_F2
ERS036186 SL3_04_G2
ERS036187 SL3_04_H2
ERS036188 SL3_04_A3
ERS036190 SL3_04_C3
ERS036191 SL3_04_D3
ERS036192 SL3_04_E3
ERS036193 SL3_04_F3
ERS036194 SL3_04_G3
ERS036195 SL3_04_H3
ERS036196 SL3_04_A4
ERS036198 SL3_04_C4
ERS036199 SL3_04_D4
ERS036200 SL3_04_E4
ERS036201 SL3_04_F4
ERS036202 SL3_04_G4
ERS036203 SL3_04_H4
ERS036204 SL3_04_A5
ERS036205 SL3_04_B5
ERS036206 SL3_04_C5
ERS036207 SL3_04_D5
ERS036208 SL3_04_E5
ERS036210 SL3_04_G5
ERS036212 SL3_04_A6
ERS036214 SL3_04_C6
ERS036215 SL3_04_D6
ERS036216 SL3_04_E6
ERS036217 SL3_04_F6
ERS036218 SL3_04_G6
ERS036219 SL3_04_H6
ERS036220 SL3_04_A7
ERS036222 SL3_04_C7
ERS036223 SL3_04_D7
ERS036224 SL3_04_E7
ERS036225 SL3_04_F7
ERS036226 SL3_04_G7
ERS036227 SL3_04_H7
ERS036228 SL3_04_A8
ERS036229 SL3_04_B8
ERS036230 SL3_04_C8
ERS036231 SL3_04_D8
ERS036232 SL3_04_E8
ERS036233 SL3_04_F8
ERS036234 SL3_04_G8
ERS036235 SL3_04_H8
ERS036236 SL3_04_A9
ERS036237 SL3_04_B9
ERS036239 SL3_04_D9
ERS036240 SL3_04_E9
ERS036241 SL3_04_F9
ERS036242 SL3_04_G9
ERS036244 SL3_04_A10
ERS036245 SL3_04_B10
ERS036246 SL3_04_C10
ERS036247 SL3_04_D10
ERS036248 SL3_04_E10
ERS036249 SL3_04_F10
ERS036250 SL3_04_G10
ERS036252 SL3_04_A11
ERS036253 SL3_04_B11
ERS036254 SL3_04_C11
ERS036255 SL3_04_D11
ERS036256 SL3_04_E11
ERS036259 SL3_04_H11
ERS036263 SL3_04_D12
ERS036264 SL3_04_E12
ERS036265 SL3_04_F12
ERS036267 SL3_04_H12
ERS036268 sa0237
ERS036269 sa0248
ERS036270 sa0250
ERS036271 sa0251
ERS036272 sa0252
ERS036273 sa0261
ERS036274 sa0279
ERS036275 sa0284
ERS036276 sa0298
ERS036277 sa0300
ERS036278 sa0302
ERS036279 sa0304
ERS036280 sa0306
ERS036281 sa0307
ERS036282 sa0308
ERS036284 sa0319
ERS036285 sa0316
ERS036286 sa0322
ERS036287 sa0323
ERS036288 sa0325
ERS036289 sa0328
ERS036290 sa0331
ERS036291 sa0337
ERS036292 sa0355
ERS036293 sa0356
ERS036294 sa0358
ERS036295 sa0360_0361
ERS036296 sa0526
ERS042141 SL3_05_B1
ERS042142 SL3_05_C1
ERS042143 SL3_05_D1
ERS042145 SL3_05_F1
ERS042146 SL3_05_G1
ERS042147 SL3_05_H1
ERS042148 SL3_05_A2
ERS042149 SL3_05_B2
ERS042150 SL3_05_C2
ERS042152 SL3_05_E2
ERS042153 SL3_05_F2
ERS042154 SL3_05_G2
ERS042155 SL3_05_H2
ERS042157 SL3_05_B3
ERS042158 SL3_05_C3
ERS042159 SL3_05_D3
ERS042160 SL3_05_E3
ERS042161 SL3_05_F3
ERS042162 SL3_05_G3
ERS042163 SL3_05_H3
ERS042164 SL3_05_A4
ERS042165 SL3_05_B4
ERS042166 SL3_05_C4
ERS042167 SL3_05_D4
ERS042168 SL3_05_E4
ERS042169 SL3_05_F4
ERS042170 SL3_05_G4
ERS042172 SL3_05_A5
ERS042173 SL3_05_B5
ERS042174 SL3_05_C5
ERS042175 SL3_05_D5
ERS042176 SL3_05_E5
ERS042177 SL3_05_F5
ERS042178 SL3_05_G5
ERS042179 SL3_05_H5
ERS042180 SL3_05_A6
ERS042181 SL3_05_B6
ERS042182 SL3_05_C6
ERS042183 SL3_05_D6
ERS042184 SL3_05_E6
ERS042185 SL3_05_F6
ERS042186 SL3_05_G6
ERS042188 SL3_05_A7
ERS042189 SL3_05_B7
ERS042190 SL3_05_C7
ERS042191 SL3_05_D7
ERS042192 SL3_05_E7
ERS042193 SL3_05_F7
ERS042196 SL3_05_A8
ERS042198 SL3_05_C8
ERS042200 SL3_05_E8
ERS042201 SL3_05_F8
ERS042202 SL3_05_G8
ERS042203 SL3_05_H8
ERS042204 SL3_05_A9
ERS042205 SL3_05_B9
ERS042206 SL3_05_C9
ERS042208 SL3_05_E9
ERS042209 SL3_05_F9
ERS042210 SL3_05_G9
ERS042211 SL3_05_H9
ERS042213 SL3_05_B10
ERS042214 SL3_05_C10
ERS042216 SL3_05_E10
ERS042218 SL3_05_G10
ERS042222 SL3_05_C11
ERS042230 SL3_05_C12
ERS042232 SL3_05_E12
ERS042233 SL3_05_F12
ERS042236 SL3_06_A1
ERS042237 SL3_06_B1
ERS042238 SL3_06_C1
ERS042239 SL3_06_D1
ERS042240 SL3_06_E1
ERS042241 SL3_06_F1
ERS042242 SL3_06_G1
ERS042243 SL3_06_H1
ERS042244 SL3_06_A2
ERS042245 SL3_06_B2
ERS042246 SL3_06_C2
ERS042247 SL3_06_D2
ERS042248 SL3_06_E2
ERS042249 SL3_06_F2
ERS042250 SL3_06_G2
ERS042251 SL3_06_H2
ERS042252 SL3_06_A3
ERS042253 SL3_06_B3
ERS042254 SL3_06_C3
ERS042255 SL3_06_D3
ERS042256 SL3_06_E3
ERS042257 SL3_06_F3
ERS042258 SL3_06_G3
ERS042259 SL3_06_H3
ERS042261 SL3_06_B4
ERS042262 SL3_06_C4
ERS042263 SL3_06_D4
ERS042264 SL3_06_E4
ERS042265 SL3_06_F4
ERS042266 SL3_06_G4
ERS042267 SL3_06_H4
ERS042270 SL3_06_C5
ERS042271 SL3_06_D5
ERS042272 SL3_06_E5
ERS042273 SL3_06_F5
ERS042274 SL3_06_G5
ERS042275 SL3_06_H5
ERS042277 SL3_06_B6
ERS042278 SL3_06_C6
ERS042279 SL3_06_D6
ERS042280 SL3_06_E6
ERS042281 SL3_06_F6
ERS042282 SL3_06_G6
ERS042283 SL3_06_H6
ERS042285 SL3_06_B7
ERS042286 SL3_06_C7
ERS042287 SL3_06_D7
ERS042288 SL3_06_E7
ERS042289 SL3_06_F7
ERS042290 SL3_06_G7
ERS042291 SL3_06_H7
ERS042292 SL3_06_A8
ERS042293 SL3_06_B8
ERS042294 SL3_06_C8
ERS042295 SL3_06_D8
ERS042296 SL3_06_E8
ERS042297 SL3_06_F8
ERS042298 SL3_06_G8
ERS042299 SL3_06_H8
ERS042300 SL3_06_A9
ERS042301 SL3_06_B9
ERS042302 SL3_06_C9
ERS042303 SL3_06_D9
ERS042304 SL3_06_E9
ERS042305 SL3_06_F9
ERS042306 SL3_06_G9
ERS042307 SL3_06_H9
ERS042309 SL3_06_B10
ERS042311 SL3_06_D10
ERS042312 SL3_06_E10
ERS042314 SL3_06_G10
ERS042315 SL3_06_H10
ERS042317 SL3_06_B11
ERS042318 SL3_06_C11
ERS042319 SL3_06_D11
ERS042320 SL3_06_E11
ERS042321 SL3_06_F11
ERS042322 SL3_06_G11
ERS042323 SL3_06_H11
ERS042326 SL3_06_C12
ERS042327 SL3_06_D12
ERS042328 SL3_06_E12
ERS042329 SL3_06_F12
ERS042330 SL3_06_G12
ERS042331 SL3_06_H12
ERS044984 SL3_09_A1
ERS044990 SL3_09_G1
ERS044992 SL3_09_A2
ERS045000 SL3_09_A3
ERS045003 SL3_09_D3
ERS045004 SL3_09_E3
ERS045005 SL3_09_F3
ERS045008 SL3_09_A4
ERS045009 SL3_09_B4
ERS045016 SL3_09_A5
ERS045019 SL3_09_D5
ERS045024 SL3_09_A6
ERS045028 SL3_09_E6
ERS045032 SL3_09_A7
ERS045033 SL3_09_B7
ERS045034 SL3_09_C7
ERS045035 SL3_09_D7
ERS045037 SL3_09_F7
ERS045040 SL3_09_A8
ERS045041 SL3_09_B8
ERS045042 SL3_09_C8
ERS045045 SL3_09_F8
ERS045048 SL3_09_A9
ERS045049 SL3_09_B9
ERS045050 SL3_09_C9
ERS045053 SL3_09_F9
ERS045056 SL3_09_A10
ERS045057 SL3_09_B10
ERS045060 SL3_09_E10
ERS045065 SL3_09_B11
ERS045066 SL3_09_C11
ERS045069 SL3_09_F11
ERS045072 SL3_09_A12
ERS045073 SL3_09_B12
ERS045074 SL3_09_C12
ERS045075 SL3_09_D12
ERS045076 SL3_09_E12
ERS045176 SL3_08_A1
ERS045178 SL3_08_C1
ERS045183 SL3_08_H1
ERS045184 SL3_08_A2
ERS045191 SL3_08_H2
ERS045192 SL3_08_A3
ERS045196 SL3_08_E3
ERS045200 SL3_08_A4
ERS045201 SL3_08_B4
ERS045207 SL3_08_H4
ERS045208 SL3_08_A5
ERS045211 SL3_08_D5
ERS045217 SL3_08_B6
ERS045218 SL3_08_C6
ERS045222 SL3_08_G6
ERS045223 SL3_08_H6
ERS045224 SL3_08_A7
ERS045226 SL3_08_C7
ERS045227 SL3_08_D7
ERS045229 SL3_08_F7
ERS045230 SL3_08_G7
ERS045231 SL3_08_H7
ERS045232 SL3_08_A8
ERS045236 SL3_08_E8
ERS045237 SL3_08_F8
ERS045240 SL3_08_A9
ERS045241 SL3_08_B9
ERS045242 SL3_08_C9
ERS045243 SL3_08_D9
ERS045246 SL3_08_G9
ERS045247 SL3_08_H9
ERS045248 SL3_08_A10
ERS045249 SL3_08_B10
ERS045250 SL3_08_C10
ERS045251 SL3_08_D10
ERS045252 SL3_08_E10
ERS045254 SL3_08_G10
ERS045256 SL3_08_A11
ERS045257 SL3_08_B11
ERS045258 SL3_08_C11
ERS045259 SL3_08_D11
ERS045261 SL3_08_F11
ERS045262 SL3_08_G11
ERS045264 SL3_08_A12
ERS045265 SL3_08_B12
ERS045267 SL3_08_D12
ERS045268 SL3_08_E12
ERS045269 SL3_08_F12
ERS045270 SL3_08_G12
ERS045272 SL3_07_A1
ERS045275 SL3_07_D1
ERS045280 SL3_07_A2
ERS045281 SL3_07_B2
ERS045282 SL3_07_C2
ERS045283 SL3_07_D2
ERS045284 SL3_07_E2
ERS045287 SL3_07_H2
ERS045288 SL3_07_A3
ERS045290 SL3_07_C3
ERS045291 SL3_07_D3
ERS045292 SL3_07_E3
ERS045293 SL3_07_F3
ERS045296 SL3_07_A4
ERS045297 SL3_07_B4
ERS045304 SL3_07_A5
ERS045307 SL3_07_D5
ERS045313 SL3_07_B6
ERS045314 SL3_07_C6
ERS045315 SL3_07_D6
ERS045316 SL3_07_E6
ERS045320 SL3_07_A7
ERS045321 SL3_07_B7
ERS045322 SL3_07_C7
ERS045323 SL3_07_D7
ERS045325 SL3_07_F7
ERS045326 SL3_07_G7
ERS045328 SL3_07_A8
ERS045329 SL3_07_B8
ERS045330 SL3_07_C8
ERS045333 SL3_07_F8
ERS045334 SL3_07_G8
ERS045337 SL3_07_B9
ERS045338 SL3_07_C9
ERS045339 SL3_07_D9
ERS045340 SL3_07_E9
ERS045341 SL3_07_F9
ERS045342 SL3_07_G9
ERS045343 SL3_07_H9
ERS045344 SL3_07_A10
ERS045345 SL3_07_B10
ERS045346 SL3_07_C10
ERS045347 SL3_07_D10
ERS045352 SL3_07_A11
ERS045353 SL3_07_B11
ERS045354 SL3_07_C11
ERS045355 SL3_07_D11
ERS045356 SL3_07_E11
ERS045360 SL3_07_A12
ERS045361 SL3_07_B12
ERS045362 SL3_07_C12
ERS045363 SL3_07_D12
ERS045364 SL3_07_E12
ERS045365 SL3_07_F12
ERS045367 SL3_07_H12
ERS045887 SL3_07_A1
ERS045888 SL3_07_B1
ERS045890 SL3_07_D1
ERS045891 SL3_07_E1
ERS045892 SL3_07_F1
ERS045893 SL3_07_G1
ERS045894 SL3_07_H1
ERS045895 SL3_07_A2
ERS045896 SL3_07_B2
ERS045897 SL3_07_C2
ERS045898 SL3_07_D2
ERS045899 SL3_07_E2
ERS045900 SL3_07_F2
ERS045901 SL3_07_G2
ERS045902 SL3_07_H2
ERS045903 SL3_07_A3
ERS045904 SL3_07_B3
ERS045905 SL3_07_C3
ERS045906 SL3_07_D3
ERS045907 SL3_07_E3
ERS045908 SL3_07_F3
ERS045909 SL3_07_G3
ERS045910 SL3_07_H3
ERS045911 SL3_07_A4
ERS045912 SL3_07_B4
ERS045913 SL3_07_C4
ERS045914 SL3_07_D4
ERS045915 SL3_07_E4
ERS067834 SL3_07_A1b
ERS067835 SL3_07_B1b
ERS067836 SL3_07_C1b
ERS067842 SL3_07_A2b
ERS067844 SL3_07_C2b
ERS067845 SL3_07_D2b
ERS067846 SL3_07_E2b
ERS067850 SL3_07_A3b
ERS067859 SL3_07_B4b
ERS067863 SL3_07_F4b
ERS067865 SL3_07_G4b
ERS067867 SL3_08_B1b
ERS067869 SL3_07_B5b
ERS067871 SL3_08_D1b
ERS067872 SL3_08_E1b
ERS067873 SL3_08_F1b
ERS067874 SL3_07_C5b
ERS067876 SL3_08_G1b
ERS067877 SL3_07_E5b
ERS067881 SL3_07_G5b
ERS067883 SL3_08_B2b
ERS067884 SL3_07_A6b
ERS067885 SL3_08_C2b
ERS067889 SL3_08_D2b
ERS067891 SL3_07_F6b
ERS067892 SL3_08_E2b
